Date,Open,High,Low,Close,Adj Close,Volume
2023-08-10,118.599998,119.099998,117.050003,117.599998,114.038330,13140800
2023-08-11,118.050003,118.300003,115.400002,115.699997,112.195869,10818126
2023-08-14,115.800003,115.949997,112.250000,112.849998,109.432190,10233977
2023-08-16,112.849998,114.449997,111.849998,114.150002,110.692818,5958441
2023-08-17,114.000000,114.650002,113.000000,113.349998,109.917046,5708751
2023-08-18,113.900002,114.099998,111.500000,112.599998,109.189758,8626445
2023-08-21,112.800003,114.750000,112.349998,114.400002,110.935249,6394425
2023-08-22,114.550003,117.400002,114.349998,117.050003,113.504990,9410569
2023-08-23,117.349998,118.699997,116.250000,117.750000,114.183784,14990033
2023-08-24,118.449997,119.199997,117.500000,118.000000,114.426216,17273849
2023-08-25,114.000000,117.500000,114.000000,116.500000,112.971642,10944286
2023-08-28,116.300003,118.199997,116.199997,117.349998,113.795898,7734363
2023-08-29,117.550003,117.900002,116.650002,117.199997,113.650444,8257230
2023-08-30,117.250000,118.099998,115.800003,116.099998,112.583755,8868451
2023-08-31,116.000000,116.750000,114.750000,115.000000,111.517075,12626049
2023-09-01,117.000000,122.300003,115.550003,121.349998,117.674751,31991938
2023-09-04,122.699997,123.750000,121.500000,122.699997,118.983864,19622564
2023-09-05,123.500000,127.099998,121.300003,123.400002,119.662674,41671778
2023-09-06,123.000000,125.900002,123.000000,124.599998,120.826324,20234630
2023-09-07,125.099998,127.400002,124.800003,126.050003,122.232414,19840679
2023-09-08,127.250000,128.850006,125.900002,128.050003,124.171844,20210938
2023-09-11,128.949997,129.550003,126.800003,128.500000,124.608208,13773356
2023-09-12,129.000000,129.449997,121.849998,122.250000,118.547501,18056666
2023-09-13,123.099998,124.849998,120.800003,124.250000,120.486923,10650872
2023-09-14,124.949997,126.800003,123.599998,125.900002,122.086952,12308230
2023-09-15,126.800003,127.000000,123.500000,123.849998,120.099037,27553333
2023-09-18,124.400002,124.550003,122.800003,123.500000,119.759644,13376212
2023-09-20,124.099998,125.800003,122.949997,123.550003,119.808128,20993004
2023-09-21,123.750000,125.300003,120.949997,121.199997,117.529297,11814520
2023-09-22,121.599998,123.099998,121.500000,121.650002,117.965675,7745864
2023-09-25,121.800003,122.800003,120.000000,122.400002,118.692955,11052731
2023-09-26,122.349998,123.400002,121.349998,121.550003,117.868698,7023846
2023-09-27,121.949997,122.449997,120.800003,121.199997,117.529297,6490723
2023-09-28,121.949997,122.699997,121.000000,121.449997,117.771721,9719776
2023-09-29,122.650002,125.000000,122.300003,124.400002,120.632385,14505102
2023-10-03,124.400002,126.050003,123.599998,124.000000,120.244499,13140786
2023-10-04,124.000000,124.099998,120.150002,121.349998,117.674751,9753480
2023-10-05,121.800003,123.500000,121.800003,123.000000,119.274780,13906951
2023-10-06,123.800003,125.150002,122.550003,124.599998,120.826324,12431715
2023-10-09,122.400002,122.900002,120.900002,121.800003,118.111130,11378558
2023-10-10,122.000000,123.400002,121.849998,122.900002,119.177811,9862213
2023-10-11,123.250000,124.699997,123.050003,123.550003,119.808128,13202599
2023-10-12,123.550003,130.399994,123.550003,129.350006,125.432472,44500591
2023-10-13,128.899994,132.149994,128.000000,128.250000,124.365784,32376316
2023-10-16,128.399994,130.850006,128.199997,129.949997,126.014290,22411704
2023-10-17,130.199997,132.449997,130.199997,131.399994,127.420372,29711623
2023-10-18,131.449997,132.449997,130.050003,131.000000,127.032494,22761267
2023-10-19,130.000000,131.050003,129.000000,129.300003,125.383980,12766650
2023-10-20,129.000000,129.300003,123.250000,125.050003,121.262703,23340295
2023-10-23,125.000000,125.400002,119.800003,120.800003,117.141418,17027808
2023-10-25,121.550003,121.800003,117.949997,119.699997,116.074722,9531434
2023-10-26,118.000000,119.250000,116.849998,118.500000,114.911072,13170505
2023-10-27,119.300003,120.300003,118.000000,118.250000,114.668640,9937564
2023-10-30,118.750000,119.750000,116.949997,118.699997,115.105011,7895004
2023-10-31,119.050003,121.400002,116.150002,119.500000,115.880783,33212394
2023-11-01,120.400002,121.449997,117.400002,117.599998,114.038330,15959172
2023-11-02,119.099998,122.300003,118.750000,122.050003,118.353561,17644988
2023-11-03,122.699997,124.199997,122.099998,123.750000,120.002068,12062935
2023-11-06,124.699997,125.000000,123.050003,123.400002,119.662674,6377850
2023-11-07,123.650002,125.800003,122.900002,125.050003,121.262703,7013652
2023-11-08,125.750000,125.849998,124.000000,124.650002,120.874809,7605770
2023-11-09,125.000000,125.000000,123.300003,124.150002,120.389954,7332564
2023-11-10,123.900002,125.900002,123.199997,125.599998,121.796036,6880677
2023-11-13,126.500000,127.300003,125.349998,126.050003,122.232414,5965121
2023-11-15,127.300003,129.050003,126.550003,126.849998,123.008179,14489745
2023-11-16,126.900002,127.800003,126.050003,126.400002,122.571808,6392633
2023-11-17,125.449997,127.150002,124.800003,126.250000,122.426353,9122291
2023-11-20,125.650002,126.449997,124.150002,124.550003,120.777840,5930799
2023-11-21,124.599998,125.400002,124.150002,124.949997,121.165726,5289551
2023-11-22,125.050003,125.449997,122.900002,123.800003,120.050560,7738964
2023-11-23,124.050003,125.900002,123.699997,124.949997,121.165726,7039867
2023-11-24,125.099998,125.699997,123.900002,124.500000,120.729355,7037545
2023-11-28,124.550003,126.449997,123.650002,125.300003,121.505127,19955790
2023-11-29,125.199997,127.000000,125.199997,125.900002,122.086952,17797816
2023-11-30,125.849998,134.199997,125.300003,131.899994,127.905228,82083861
2023-12-01,134.000000,137.350006,132.350006,136.050003,131.929550,53660727
2023-12-04,139.000000,145.100006,138.000000,141.899994,137.602371,66257632
2023-12-05,142.850006,143.399994,139.500000,140.350006,136.099319,25099887
2023-12-06,141.149994,142.600006,138.800003,140.600006,136.341751,18752200
2023-12-07,140.600006,143.699997,140.050003,142.050003,137.747833,18456707
2023-12-08,142.850006,144.800003,137.350006,140.350006,136.099319,18995777
2023-12-11,140.050003,143.100006,139.750000,141.050003,136.778122,11044633
2023-12-12,141.050003,141.600006,138.000000,138.750000,134.547775,9881478
2023-12-13,139.050003,142.000000,138.500000,141.050003,136.778122,17529522
2023-12-14,142.000000,147.399994,141.649994,145.550003,141.141830,38595458
2023-12-15,147.000000,149.149994,145.000000,145.850006,141.432755,28383880
2023-12-18,146.000000,147.500000,144.500000,145.050003,140.656967,10775891
2023-12-19,146.100006,146.850006,142.850006,144.399994,140.026657,16040169
2023-12-20,145.500000,148.000000,136.449997,137.750000,133.578064,24177947
2023-12-21,135.149994,141.000000,134.850006,140.699997,136.438705,16747435
2023-12-22,142.000000,153.149994,141.100006,151.500000,146.911621,84784192
2023-12-26,152.449997,157.699997,151.399994,154.000000,149.335907,44403657
2023-12-27,154.949997,155.399994,150.750000,151.850006,147.251022,15311946
2023-12-28,152.449997,158.850006,151.649994,157.100006,152.342026,37181228
2023-12-29,159.750000,164.300003,158.050003,162.100006,157.190598,57370272
2024-01-01,163.699997,169.350006,162.649994,166.199997,161.166412,40952729
2024-01-02,167.100006,167.600006,158.100006,164.050003,159.081528,40801901
2024-01-03,164.000000,164.399994,160.750000,162.149994,157.239075,22338899
2024-01-04,162.300003,165.699997,162.250000,163.149994,158.208786,16795469
2024-01-05,166.000000,167.100006,161.899994,163.649994,158.693634,36182162
2024-01-08,165.350006,165.350006,160.300003,160.699997,155.832993,16705187
2024-01-09,161.899994,162.750000,159.699997,161.050003,156.172394,21668343
2024-01-10,160.899994,161.399994,157.699997,160.000000,155.154190,21435177
2024-01-11,159.800003,161.100006,155.850006,159.050003,154.232971,37761286
2024-01-12,160.800003,164.850006,159.399994,162.399994,157.481491,31798366
2024-01-15,163.699997,166.800003,161.500000,165.199997,160.196701,26896883
2024-01-16,165.350006,168.199997,162.850006,166.899994,161.845215,33401828
2024-01-17,165.500000,169.000000,163.600006,164.100006,159.130020,31113706
2024-01-18,164.100006,165.149994,157.750000,163.550003,158.596680,20299367
2024-01-19,165.050003,169.199997,164.399994,168.300003,163.202820,21251240
2024-01-23,168.000000,168.300003,155.750000,157.199997,152.438995,30341132
2024-01-24,158.699997,165.100006,156.199997,164.550003,159.566391,18968981
2024-01-25,166.000000,167.149994,164.550003,165.399994,160.390640,16725897
2024-01-29,167.949997,174.699997,165.500000,171.750000,166.548325,58433818
2024-01-30,175.000000,177.000000,171.500000,172.000000,166.790756,57303068
2024-01-31,173.000000,174.500000,170.350006,172.600006,167.372589,29140358
2024-02-01,174.000000,175.500000,171.300003,173.699997,168.439270,31663125
2024-02-02,175.899994,180.000000,175.100006,177.899994,172.512054,41748419
2024-02-05,180.000000,186.500000,177.949997,181.600006,176.100006,57505480
2024-02-06,178.500000,183.000000,175.699997,181.550003,181.550003,33761541
2024-02-07,182.750000,185.399994,178.250000,178.949997,178.949997,31684715
2024-02-08,180.949997,182.199997,178.000000,179.699997,179.699997,19018617
2024-02-09,179.899994,180.100006,168.149994,173.100006,173.100006,36193339
2024-02-12,173.100006,174.699997,167.500000,168.800003,168.800003,18334992
2024-02-13,169.300003,172.300003,166.350006,170.350006,170.350006,13204257
2024-02-14,169.000000,176.750000,167.250000,176.250000,176.250000,15132347
2024-02-15,177.000000,186.500000,175.649994,184.250000,184.250000,43688826
2024-02-16,185.399994,185.649994,181.750000,182.600006,182.600006,19961823
2024-02-19,183.000000,187.850006,182.149994,183.850006,183.850006,19606057
2024-02-20,183.500000,186.000000,182.550003,184.000000,184.000000,11867776
2024-02-21,184.699997,185.449997,179.300003,180.300003,180.300003,13671880
2024-02-22,181.000000,183.199997,177.699997,182.250000,182.250000,11766044
2024-02-23,183.000000,183.100006,179.100006,179.899994,179.899994,8219010
2024-02-26,180.000000,183.500000,177.699997,182.100006,182.100006,14909208
2024-02-27,182.000000,183.250000,178.850006,180.500000,180.500000,9486385
2024-02-28,180.850006,181.800003,176.649994,179.350006,179.350006,12659946
2024-02-29,178.750000,183.899994,176.300003,182.250000,182.250000,19475687
2024-03-01,184.949997,185.949997,182.199997,184.149994,184.149994,17823470
2024-03-04,186.000000,192.899994,185.000000,190.850006,190.850006,52923468
2024-03-05,192.500000,196.350006,191.300003,194.100006,194.100006,26849239
2024-03-06,194.050003,194.100006,185.649994,190.449997,190.449997,20285523
2024-03-07,191.149994,192.449997,187.600006,188.550003,188.550003,7718111
2024-03-11,188.000000,188.000000,181.949997,183.250000,183.250000,14087639
2024-03-12,183.250000,184.600006,178.699997,179.899994,179.899994,16435560
2024-03-13,179.899994,180.149994,166.300003,168.699997,168.699997,22832224
2024-03-14,168.000000,176.600006,166.050003,176.100006,176.100006,22996586
2024-03-15,176.600006,176.649994,165.550003,173.800003,173.800003,42241333
2024-03-18,174.500000,178.000000,173.149994,175.899994,175.899994,10899780
2024-03-19,175.850006,176.500000,172.399994,172.949997,172.949997,9713217
2024-03-20,173.000000,174.850006,168.699997,174.000000,174.000000,8692031
2024-03-21,175.100006,177.300003,173.800003,175.050003,175.050003,13773426
2024-03-22,175.000000,176.000000,172.800003,174.100006,174.100006,12396239
2024-03-26,174.100006,181.250000,172.050003,180.500000,180.500000,22741278
2024-03-27,182.850006,183.699997,179.649994,180.300003,180.300003,13833150
2024-03-28,181.350006,182.399994,179.649994,181.050003,181.050003,10519502
2024-04-01,181.399994,184.500000,180.699997,182.350006,182.350006,8712471
2024-04-02,183.000000,184.300003,177.500000,183.300003,183.300003,17194544
2024-04-03,184.000000,191.750000,182.399994,189.100006,189.100006,40868454
2024-04-04,190.449997,190.449997,184.850006,186.500000,186.500000,16507602
2024-04-05,186.199997,191.449997,184.300003,190.750000,190.750000,15022150
2024-04-08,191.050003,201.850006,191.050003,200.750000,200.750000,56272730
2024-04-09,203.000000,206.899994,200.449997,203.850006,203.850006,37997348
2024-04-10,204.500000,209.899994,201.600006,202.199997,202.199997,27923078
2024-04-12,204.000000,205.000000,199.350006,201.100006,201.100006,30179782
2024-04-15,197.000000,208.600006,196.600006,203.699997,203.699997,44962181
2024-04-16,203.000000,210.100006,201.100006,205.850006,205.850006,31636637
2024-04-18,208.000000,213.649994,202.250000,203.550003,203.550003,30645258
2024-04-19,203.000000,204.000000,197.250000,201.949997,201.949997,22533995
2024-04-22,204.500000,204.500000,195.949997,198.750000,198.750000,36002648
2024-04-23,201.000000,202.550003,198.500000,199.649994,199.649994,13558545
2024-04-24,200.899994,208.800003,199.199997,207.399994,207.399994,31299709
2024-04-25,207.300003,209.000000,206.100006,208.000000,208.000000,12365830
2024-04-26,208.899994,211.699997,207.300003,208.050003,208.050003,13324638
2024-04-29,208.899994,211.100006,207.550003,209.550003,209.550003,10194865
2024-04-30,209.949997,212.250000,208.649994,209.100006,209.100006,17217978
2024-05-02,209.000000,210.149994,201.699997,205.050003,205.050003,17430514
2024-05-03,207.000000,208.500000,200.649994,203.800003,203.800003,15781876
